ID,Gender,Car,Realty,Children,Salary,Income_Type,Education,Family_Status,House_Type,AGE,EXPERIENCE,Occupation_Type,Family_Size,Risk,ACCOUNT_DURATION
5050550,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,19
5050551,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,31
5050552,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,16
5050554,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,15
5050556,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,8
5050560,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,20
5050562,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,17
5050564,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,12
5050565,1,0,0,2,225000,2,1,0,0,45.11,8.5,8,4,0,6
5050567,1,1,0,1,380250,2,2,0,1,47,12.5,10,3,0,25
5050568,1,1,0,1,380250,2,2,0,1,47,12.5,10,3,0,26
5050569,1,1,0,1,380250,2,2,0,1,47,12.5,10,3,0,21
5050573,0,0,0,0,247500,0,2,0,0,60.7,0,12,2,0,42
5050577,0,0,0,0,247500,0,2,0,0,60.7,0,12,2,0,41
5050578,0,0,0,0,247500,0,2,0,0,60.7,0,12,2,0,7
5050579,0,0,0,0,117000,2,1,0,0,52.1,5.1,12,2,0,46
5050581,0,0,0,0,126000,2,2,0,0,42.1,6.1,8,2,0,15
5050583,0,0,0,0,126000,2,2,0,0,42.1,6.1,8,2,0,17
5050584,0,0,0,0,126000,2,2,0,0,42.1,6.1,8,2,0,24
5050585,0,0,0,0,126000,2,2,0,0,42.1,6.1,8,2,0,18
5050586,0,0,0,0,126000,2,2,0,0,42.1,6.1,8,2,0,30
5050587,0,0,0,0,126000,2,2,0,0,42.1,6.1,8,2,0,5
5050588,0,1,0,0,121500,2,2,0,0,34.8,3.9,11,2,0,10
5050589,0,1,0,0,121500,2,2,0,0,34.8,3.9,11,2,0,17
5050591,0,1,0,0,121500,2,2,0,0,34.8,3.9,11,2,0,7
5050592,0,1,0,0,121500,2,2,0,0,34.8,3.9,11,2,0,5
5050593,0,1,0,0,121500,2,2,0,0,34.8,3.9,11,2,0,13
5050598,0,0,0,0,315000,2,1,0,0,50.8,16,3,2,0,19
5050599,0,0,0,0,315000,2,1,0,0,50.8,16,3,2,0,18
5050607,1,0,0,0,157500,2,2,0,0,50.2,19.11,8,2,0,11
5050608,1,0,0,0,157500,2,2,0,0,50.2,19.11,8,2,0,18
5050611,0,1,0,2,157500,2,2,0,0,37.1,1,15,4,0,31
5050612,0,0,0,0,76500,2,2,0,0,39.5,8.1,12,2,0,26
5050613,0,0,0,0,76500,2,2,0,0,39.5,8.1,12,2,0,18
5050616,1,1,0,0,90000,2,2,1,0,46.1,19.475,4,1,0,6
5050618,1,1,0,0,90000,2,2,1,0,46.1,19.475,4,1,0,5
5050619,1,1,0,0,112500,2,2,0,0,27.4,5.4,12,2,0,5
5050620,1,1,0,0,112500,2,2,0,0,27.4,5.4,12,2,0,8
5050621,1,1,0,0,112500,2,2,0,0,27.4,5.4,12,2,0,4
5050622,1,1,0,0,180000,2,2,0,0,40.1,1.5,4,2,0,29
5050623,1,1,0,0,180000,2,2,0,0,40.1,1.5,4,2,0,20
5050624,1,1,0,0,315000,2,2,0,0,35.9,1.4,4,2,0,5
5050625,1,1,0,0,315000,2,2,0,0,35.9,1.4,4,2,0,20
5050629,1,1,0,0,315000,2,2,0,0,35.9,1.4,4,2,0,6
5050630,1,1,0,0,119250,2,2,0,0,48.1,1.7,8,2,0,36
5050632,1,1,0,1,270000,2,2,0,0,43.9,1.7,4,3,0,12
5050634,1,1,0,1,270000,2,2,0,0,43.9,1.7,4,3,0,8
5050635,0,0,0,0,225000,2,2,0,0,37.1,8.1,10,2,0,14
5050636,0,0,0,0,225000,2,2,0,0,37.1,8.1,10,2,0,7
5050637,1,1,0,2,225000,2,1,0,0,28,2,12,4,0,16
5050642,1,1,0,2,225000,2,1,0,0,28,2,12,4,0,15
5050643,1,1,0,0,346500,2,2,0,0,24.7,4.3,8,2,0,35
5050644,1,1,0,0,346500,2,2,0,0,24.7,4.3,8,2,0,12
5050645,1,1,0,0,346500,2,2,0,0,24.7,4.3,8,2,0,40
5050646,1,1,0,0,346500,2,2,0,0,24.7,4.3,8,2,0,39
5050647,1,1,0,0,225000,2,2,0,0,36.6,15.7,12,2,0,13
5050648,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,13
5050649,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,52
5050650,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,56
5050653,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,18
5050654,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,39
5050656,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,31
5050657,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,5
5050659,0,0,0,0,112500,2,2,0,0,40.2,2.1,0,2,0,6
5050661,0,0,0,0,191250,2,2,0,0,55.7,19.475,8,2,0,49
5050666,0,1,0,0,270000,2,2,1,0,42.8,8.3,11,1,0,26
5050667,0,0,0,1,99000,2,2,0,0,42.3,19.475,8,3,0,20
5050668,0,0,0,1,99000,2,2,0,0,42.3,19.475,8,3,0,14
5050670,0,0,0,1,99000,2,2,0,0,42.3,19.475,8,3,0,25
5050672,1,0,0,0,171000,2,1,1,0,31.9,0.5,6,1,0,20
5050674,1,1,0,1,180000,2,2,0,0,43.6,0.3,4,3,0,29
5050677,1,1,0,0,132372,2,2,0,3,23,1,15,2,0,11
5050678,1,1,0,0,132372,2,2,0,3,23,1,15,2,0,7
5050680,1,1,0,0,180000,2,2,0,1,28.5,3,4,2,0,9
5050681,1,1,0,0,180000,2,2,0,1,28.5,3,4,2,0,11
5050683,0,0,0,0,157500,2,2,1,0,49.2,0.6,1,1,0,21
5050684,0,0,0,0,157500,2,2,1,0,49.2,0.6,1,1,0,24
5050686,0,0,0,1,135000,2,2,1,0,40.1,6.11,15,2,0,25
5050687,0,0,0,1,135000,2,2,1,0,40.1,6.11,15,2,0,35
5050689,0,0,0,1,135000,2,2,1,0,40.1,6.11,15,2,0,26
5050690,0,0,0,1,135000,2,2,1,0,40.1,6.11,15,2,0,14
5050691,0,0,0,1,135000,2,2,1,0,40.1,6.11,15,2,0,4
5050692,0,0,0,1,135000,2,2,1,0,40.1,6.11,15,2,0,9
5050693,0,0,0,1,135000,2,2,1,0,40.1,6.11,15,2,0,6
5050694,0,1,0,0,225000,2,1,0,0,26.6,6.9,12,2,0,25
5050695,0,1,0,0,225000,2,1,0,0,26.6,6.9,12,2,0,24
5050699,0,1,0,0,157500,2,2,0,0,33.8,5.4,12,2,0,27
5050700,0,1,0,0,157500,2,2,0,0,33.8,5.4,12,2,0,44
5050703,0,1,0,0,157500,2,2,0,0,33.8,5.4,12,2,0,17
5050705,0,1,0,0,157500,2,2,0,0,33.8,5.4,12,2,0,16
5050707,0,1,0,0,157500,2,2,0,0,33.8,5.4,12,2,0,20
5050713,1,1,0,0,157500,2,1,0,0,26.2,2.3,8,2,0,10
5050714,1,1,0,0,157500,2,1,0,0,26.2,2.3,8,2,0,3
5050715,1,1,0,0,157500,2,1,0,0,26.2,2.3,8,2,0,6
5050716,1,1,0,0,157500,2,1,0,0,26.2,2.3,8,2,0,7
5050717,1,1,0,0,157500,2,1,0,0,26.2,2.3,8,2,0,4
5050721,0,1,0,0,360000,2,1,0,0,35.2,6.3,0,2,0,5
5050724,0,1,0,0,360000,2,1,0,0,35.2,6.3,0,2,0,45
5050725,1,0,0,0,135000,2,2,0,0,23.4,1.9,8,2,0,11
5050728,1,1,0,0,180000,2,2,1,3,23.4,1.5,12,1,0,7
5050729,1,1,0,0,180000,2,2,1,3,23.4,1.5,12,1,0,5
5050730,0,0,0,0,135000,2,1,1,0,32.1,13.2,5,1,0,24
5050732,0,0,0,0,135000,2,1,1,0,32.1,13.2,5,1,0,41
5050735,0,0,0,0,135000,2,1,1,0,32.1,13.2,5,1,0,42
5050737,0,1,0,0,380250,2,1,1,3,25.5,1.1,12,1,0,3
5050739,0,1,0,1,225000,2,1,1,0,39.5,2.6,12,2,0,43
5050740,0,1,0,1,225000,2,1,1,0,39.5,2.6,12,2,0,28
5050741,0,1,0,1,225000,2,1,1,0,39.5,2.6,12,2,0,21
5050742,0,0,0,0,135000,0,2,0,0,56.5,0,12,2,0,9
5050744,0,0,0,0,135000,0,2,0,0,56.5,0,12,2,0,2
5050747,0,0,0,1,159750,2,1,0,0,25.1,0.1,3,3,0,19
5050748,0,0,0,1,159750,2,1,0,0,25.1,0.1,3,3,0,22
5050749,0,0,0,1,159750,2,1,0,0,25.1,0.1,3,3,0,10
5050750,0,0,0,1,159750,2,1,0,0,25.1,0.1,3,3,0,9
5050751,1,1,0,0,135000,2,2,0,0,54.11,1.1,8,2,0,20
5050752,1,1,0,0,135000,2,2,0,0,54.11,1.1,8,2,0,40
5050754,0,0,0,1,132750,2,2,1,0,25.7,1.5,15,2,0,7
5050755,1,1,0,0,225000,2,2,0,0,49.5,11,4,2,0,5
5050757,1,0,0,0,247500,2,2,0,0,49.2,3.1,4,2,0,48
5050758,1,0,0,0,247500,2,2,0,0,49.2,3.1,4,2,0,47
5050759,1,1,0,0,180000,2,2,1,1,39.3,0.1,8,1,0,6
5050761,1,1,0,0,180000,2,2,1,1,39.3,0.1,8,1,0,37
5050763,1,1,0,0,180000,2,2,1,1,39.3,0.1,8,1,0,4
5050764,0,0,0,2,337500,2,2,0,0,30.1,5.11,3,4,0,10
5050766,0,0,0,2,337500,2,2,0,0,30.1,5.11,3,4,0,9
5050770,0,1,0,1,180000,2,1,0,3,26.7,1.7,12,3,0,29
5050771,0,1,0,1,180000,2,1,0,3,26.7,1.7,12,3,0,28
5050773,0,0,0,0,91530,2,2,1,0,59.8,4.5,10,1,0,12
5050777,0,1,0,0,81000,2,2,0,0,52.7,2.8,15,2,0,3
5050778,1,0,0,0,180000,2,2,1,0,28.2,5.5,8,1,0,25
5050779,1,0,0,0,180000,2,2,1,0,28.2,5.5,8,1,0,52
5050793,0,0,0,0,315000,2,1,0,0,58.2,18.2,3,2,0,10
5050794,0,1,0,1,135000,2,1,0,0,35.1,1.8,15,3,0,7
5050795,0,1,0,1,135000,2,1,0,0,35.1,1.8,15,3,0,21
5050796,0,1,0,1,135000,2,1,0,0,35.1,1.8,15,3,0,22
5050798,0,1,0,2,270000,2,1,0,0,36,1.1,12,4,0,6
5050802,0,1,0,2,270000,2,1,0,0,36,1.1,12,4,0,28
5050805,0,1,0,2,270000,2,1,0,0,36,1.1,12,4,0,38
5050810,0,1,0,2,270000,2,1,0,0,36,1.1,12,4,0,30
5050812,0,1,0,2,270000,2,1,0,0,36,1.1,12,4,0,13
5050813,1,0,0,0,157500,2,2,0,0,42.5,7,8,2,0,28
5050819,1,0,0,0,157500,2,2,0,0,42.5,7,8,2,0,13
5050824,1,0,0,0,90000,2,2,0,0,30.6,3.1,4,2,0,12
5050825,1,0,0,0,90000,2,2,0,0,30.6,3.1,4,2,0,8
5050826,1,0,0,0,90000,2,2,0,0,30.6,3.1,4,2,0,7
5050829,0,0,0,0,103500,2,2,0,0,48.8,19.475,11,2,0,38
5050834,0,0,0,0,90000,2,2,0,0,28.9,6.7,12,2,0,2
5050835,0,0,0,0,90000,2,2,0,0,28.9,6.7,12,2,0,3
5050837,1,1,0,0,90000,2,2,0,0,62.4,0.7,17,2,0,15
5050838,1,1,0,0,90000,2,2,0,0,62.4,0.7,17,2,0,37
5050840,1,1,0,0,90000,2,2,0,0,62.4,0.7,17,2,0,38
5050841,0,0,0,0,157500,2,2,1,0,40.6,7.6,8,1,0,2
5050848,0,0,0,0,90000,2,2,1,0,41.11,12.1,8,1,0,59
5050849,0,0,0,0,97731,2,1,1,3,24.1,2.6,12,1,0,23
5050850,0,0,0,0,97731,2,1,1,3,24.1,2.6,12,1,0,12
5050851,0,0,0,0,97731,2,1,1,3,24.1,2.6,12,1,0,11
5050852,1,0,0,0,180000,2,1,1,0,25.12,4.1,6,1,0,4
5050853,1,0,0,0,180000,2,1,1,0,25.12,4.1,6,1,0,33
5050855,1,0,0,0,180000,2,1,1,0,25.12,4.1,6,1,0,46
5050856,1,0,0,0,180000,2,1,1,0,25.12,4.1,6,1,0,40
5050876,0,0,0,0,270000,2,2,0,0,35.1,6,0,2,0,21
5050877,0,0,0,0,270000,2,2,0,0,35.1,6,0,2,0,13
5050885,1,1,0,0,292500,0,2,0,0,51.8,0,12,2,0,7
5050888,1,1,0,0,292500,0,2,0,0,51.8,0,12,2,0,41
5050892,1,1,0,0,292500,0,2,0,0,51.8,0,12,2,0,6
5050894,1,1,0,0,292500,0,2,0,0,51.8,0,12,2,0,19
5050899,0,0,0,0,270000,2,1,0,0,40.11,19.475,10,2,0,5
5050900,0,0,0,0,270000,2,1,0,0,40.11,19.475,10,2,0,10
5050901,0,0,0,0,270000,2,1,0,0,40.11,19.475,10,2,0,4
5050902,0,0,0,0,270000,2,1,0,0,40.11,19.475,10,2,0,60
5050904,0,0,0,0,270000,2,1,0,0,40.11,19.475,10,2,0,29
5050906,1,0,0,1,225000,2,2,0,0,35.3,2.2,12,3,0,29
5050907,1,0,0,1,225000,2,2,0,0,35.3,2.2,12,3,0,30
5050908,1,0,0,1,225000,2,2,0,0,35.3,2.2,12,3,0,55
5050909,1,0,0,1,225000,2,2,0,0,35.3,2.2,12,3,0,15
5050910,1,0,0,1,225000,2,2,0,0,35.3,2.2,12,3,0,25
5050911,0,1,0,1,180000,2,1,0,0,37.1,2.1,0,3,0,17
5050912,0,1,0,1,180000,2,1,0,0,37.1,2.1,0,3,0,12
5050913,0,1,0,2,126000,2,1,0,0,26.6,4.2,3,4,0,28
5050914,0,1,0,2,126000,2,1,0,0,26.6,4.2,3,4,0,38
5050915,0,0,0,0,112500,2,2,0,0,44.2,16.1,8,2,0,8
5050916,0,0,0,0,112500,2,2,0,0,44.2,16.1,8,2,0,2
5050918,0,0,0,0,130500,2,2,0,3,23,3.7,3,2,0,2
5050919,0,1,0,1,180000,2,2,0,0,39.9,8.9,8,3,0,14
5050920,0,1,0,1,180000,2,2,0,0,39.9,8.9,8,3,0,15
5050921,0,1,0,1,180000,2,2,0,0,39.9,8.9,8,3,0,44
5050922,0,1,0,1,180000,2,2,0,0,39.9,8.9,8,3,0,45
5050923,0,1,0,1,180000,2,2,0,0,39.9,8.9,8,3,0,27
5050924,0,1,0,1,180000,2,2,0,0,39.9,8.9,8,3,0,16
5050925,0,1,0,1,180000,2,2,0,0,39.9,8.9,8,3,0,13
5050940,0,0,0,0,170302.5,2,1,0,0,45.1,11.3,0,2,0,4
5050942,0,0,0,0,170302.5,2,1,0,0,45.1,11.3,0,2,0,3
5050944,0,0,0,0,135000,2,1,0,0,33.7,11,3,2,0,7
5050947,0,0,0,0,135000,2,1,0,0,33.7,11,3,2,0,44
5050950,0,0,0,0,135000,2,1,0,0,33.7,11,3,2,0,26
5050951,0,0,0,0,135000,2,1,0,0,33.7,11,3,2,0,20
5050952,0,0,0,0,135000,2,1,0,0,33.7,11,3,2,0,8
5050954,1,0,0,0,270000,0,2,0,0,40.4,0,12,2,0,25
5050955,1,0,0,0,270000,0,2,0,0,40.4,0,12,2,0,6
5050957,1,0,0,0,180000,2,1,1,0,27.6,0.6,3,1,0,17
5050959,0,0,0,0,135000,2,2,0,0,52.9,3.1,8,2,0,4
5050962,1,0,0,0,157500,2,2,0,0,59.4,14.9,9,2,0,43
5050963,1,0,0,0,157500,2,2,0,0,59.4,14.9,9,2,0,41
5050965,1,0,0,0,157500,2,2,0,0,59.4,14.9,9,2,0,25
5050966,1,0,0,0,157500,2,2,0,0,59.4,14.9,9,2,0,13
5050969,0,0,0,1,112500,2,2,1,0,43.8,19.475,3,2,0,3
5050972,0,0,0,1,112500,2,2,1,0,43.8,19.475,3,2,0,27
5050975,0,0,0,1,112500,2,2,1,0,43.8,19.475,3,2,0,13
5050976,0,0,0,1,112500,2,2,1,0,43.8,19.475,3,2,0,2
5050979,1,1,0,0,54000,2,2,0,0,59.9,19.475,8,2,0,50
5050980,0,1,0,1,247500,2,2,1,0,41.4,17.9,15,2,0,6
5050983,0,1,0,1,247500,2,2,1,0,41.4,17.9,15,2,0,2
5050985,1,0,0,0,265581,2,1,0,0,29.8,2.8,3,2,0,36
5051004,0,0,0,0,306000,2,1,0,0,29.4,3.8,10,2,0,29
5051005,0,0,0,0,306000,2,1,0,0,29.4,3.8,10,2,0,28
5051006,0,0,0,0,306000,2,1,0,0,29.4,3.8,10,2,0,6
5051007,0,0,0,0,306000,2,1,0,0,29.4,3.8,10,2,0,20
5051008,0,0,0,1,225000,2,2,0,0,28.7,9.3,14,3,0,7
5051009,0,0,0,1,225000,2,2,0,0,28.7,9.3,14,3,0,9
5051010,0,0,0,1,225000,2,2,0,0,28.7,9.3,14,3,0,16
5051012,0,0,0,1,225000,2,2,0,0,28.7,9.3,14,3,0,30
5051014,0,0,0,1,225000,2,2,0,0,28.7,9.3,14,3,0,25
5051015,0,0,0,0,270000,2,2,0,0,42.1,1.3,8,2,0,18
5051019,0,0,0,0,270000,2,2,0,0,42.1,1.3,8,2,0,13
5051024,1,0,0,2,380250,2,2,0,0,29.11,1,4,4,0,35
5051025,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,52
5051026,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,45
5051027,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,36
5051028,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,16
5051029,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,35
5051030,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,25
5051031,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,15
5051032,1,1,0,0,380250,2,1,0,0,47.3,4.7,8,2,0,33
5051034,0,0,0,0,180000,2,1,1,3,24.5,2.9,12,1,0,15
5051035,0,0,0,0,180000,2,1,1,3,24.5,2.9,12,1,0,19
5051036,0,0,0,0,180000,2,1,1,3,24.5,2.9,12,1,0,4
5051037,0,0,0,0,180000,2,1,1,3,24.5,2.9,12,1,0,11
5051038,0,0,0,0,180000,2,1,1,3,24.5,2.9,12,1,0,9
5051039,0,0,0,0,135000,0,2,0,0,61.2,0,12,2,0,2
5051040,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,12
5051041,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,10
5051044,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,35
5051045,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,32
5051046,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,17
5051047,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,15
5051048,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,14
5051052,1,1,0,0,67500,2,2,0,0,61.4,5.11,8,2,0,1
5051056,0,0,0,0,49500,0,2,1,0,65.4,0,12,1,0,20
5051057,0,0,0,0,49500,0,2,1,0,65.4,0,12,1,0,46
5051060,0,0,0,2,112500,2,2,0,0,32.8,3.7,12,4,0,12
5051061,0,0,0,2,112500,2,2,0,0,32.8,3.7,12,4,0,27
5051062,0,0,0,2,112500,2,2,0,0,32.8,3.7,12,4,0,11
5051063,0,0,0,0,73575,0,2,1,0,66.6,0,12,1,0,49
5051073,0,0,0,0,270000,2,2,1,1,46.6,3.1,15,1,0,2
5051074,0,0,0,0,270000,2,2,1,1,46.6,3.1,15,1,0,12
5051075,0,0,0,0,270000,2,2,1,1,46.6,3.1,15,1,0,15
5051076,0,0,0,0,270000,2,2,1,1,46.6,3.1,15,1,0,13
5051082,0,0,0,0,270000,2,2,1,1,46.6,3.1,15,1,0,11
5051084,0,0,0,0,270000,2,2,1,1,46.6,3.1,15,1,0,16
5051087,1,1,0,2,315000,2,2,0,0,32.11,0.6,8,4,1,60
5051088,1,1,0,2,315000,2,2,0,0,32.11,0.6,8,4,0,7
5051089,0,0,0,0,247500,2,1,0,0,32,7.11,3,2,0,25
5051090,0,0,0,0,247500,2,1,0,0,32,7.11,3,2,0,18
5051094,1,1,0,0,360000,2,1,0,0,30.7,5.7,10,2,0,34
5051097,0,0,0,0,69750,0,2,1,1,60.2,0,12,1,0,27
5051098,0,0,0,1,112500,2,1,0,0,28.1,6.4,8,3,0,19
5051101,0,0,0,0,112500,0,2,0,0,62.9,0,12,2,0,19
5051103,0,0,0,0,112500,0,2,0,0,62.9,0,12,2,0,13
5051104,0,0,0,0,112500,0,2,0,0,62.9,0,12,2,0,10
5051105,0,0,0,0,85500,0,2,1,0,65.11,0,12,1,0,15
5051106,0,0,0,0,85500,0,2,1,0,65.11,0,12,1,0,28
5051107,0,0,0,0,85500,0,2,1,0,65.11,0,12,1,0,32
5051109,0,0,0,0,85500,0,2,1,0,65.11,0,12,1,0,14
5051110,0,0,0,0,85500,0,2,1,0,65.11,0,12,1,0,48
5051120,1,0,0,0,202500,2,1,0,0,34.1,13.8,3,2,0,17
5051121,1,0,0,0,202500,2,1,0,0,34.1,13.8,3,2,0,16
5051122,1,0,0,0,202500,2,1,0,0,34.1,13.8,3,2,0,18
5051124,1,0,0,0,202500,2,1,0,0,34.1,13.8,3,2,0,4
5051125,0,0,0,0,112500,2,2,0,0,24.5,1.1,3,2,0,37
5051126,0,0,0,0,112500,2,2,0,0,24.5,1.1,3,2,0,9
5051127,0,0,0,0,112500,2,2,0,0,24.5,1.1,3,2,0,8
5051129,0,0,0,0,380250,2,1,1,0,27.9,0.4,3,1,0,27
5051131,0,0,0,0,380250,2,1,1,0,27.9,0.4,3,1,0,13
5051133,0,0,0,0,380250,2,1,1,0,27.9,0.4,3,1,0,8
5051135,1,1,0,0,315000,2,1,0,1,42.7,11.8,12,2,0,43
5051138,0,0,0,1,180000,2,2,1,0,42.6,5.6,11,2,0,16
5051140,0,0,0,0,144000,2,2,1,0,43.2,6.1,10,1,0,14
5051141,0,0,0,0,144000,2,2,1,0,43.2,6.1,10,1,0,36
5051148,0,0,0,0,234000,2,1,1,0,29.1,5.3,10,1,0,34
5051149,0,0,0,0,234000,2,1,1,0,29.1,5.3,10,1,0,37
5051150,0,0,0,0,234000,2,1,1,0,29.1,5.3,10,1,0,25
5051151,0,0,0,0,234000,2,1,1,0,29.1,5.3,10,1,0,12
5051153,0,0,0,0,234000,2,1,1,0,29.1,5.3,10,1,0,47
5051154,1,0,0,1,247500,2,1,1,0,37.1,5.1,8,2,0,40
5051155,1,0,0,1,247500,2,1,1,0,37.1,5.1,8,2,0,33
5051157,1,0,0,1,247500,2,1,1,0,37.1,5.1,8,2,0,56
5051158,1,0,0,1,247500,2,1,1,0,37.1,5.1,8,2,0,10
5051159,1,1,0,1,135000,2,2,0,0,26.3,2.4,8,3,0,10
5051163,0,0,0,0,202500,2,2,0,0,37.5,1.2,12,2,0,49
5051164,0,0,0,0,202500,2,2,0,0,37.5,1.2,12,2,0,31
5051166,1,0,0,0,112500,2,2,1,0,62.2,18.6,8,1,0,14
5051169,1,1,0,0,184135.5,2,2,0,0,61.5,1,15,2,0,16
5051170,1,1,0,0,184135.5,2,2,0,0,61.5,1,15,2,0,6
5051175,1,1,0,0,292500,2,2,0,0,51.6,3.2,8,2,0,20
5051176,1,1,0,0,292500,2,2,0,0,51.6,3.2,8,2,0,7
5051177,1,1,0,1,247500,2,2,0,0,35.1,5.3,8,3,0,8
5051178,1,1,0,1,247500,2,2,0,0,35.1,5.3,8,3,0,29
5051179,1,1,0,1,247500,2,2,0,0,35.1,5.3,8,3,0,17
5051182,0,0,0,0,202500,2,1,0,0,51.1,4.1,10,2,0,9
5051183,0,0,0,0,202500,2,1,0,0,51.1,4.1,10,2,0,10
5051186,1,1,0,0,135000,2,2,1,0,33.7,2.5,3,1,0,27
5051187,1,1,0,0,135000,2,2,1,0,33.7,2.5,3,1,0,23
5051190,1,1,0,2,171000,2,1,0,0,27.4,2.7,8,4,0,12
5051191,1,1,0,2,171000,2,1,0,0,27.4,2.7,8,4,0,23
5051192,1,0,0,0,270000,2,1,1,2,49.1,1.5,10,1,0,8
5051193,0,1,0,1,225000,2,1,1,0,35.7,8.5,12,2,0,12
5051194,0,1,0,1,225000,2,1,1,0,35.7,8.5,12,2,0,40
5051198,0,0,0,0,90000,2,1,0,0,52.3,3.3,12,2,0,30
5051199,1,1,0,1,135000,2,1,0,0,37,3.6,12,3,0,13
5051200,1,1,0,1,135000,2,1,0,0,37,3.6,12,3,0,48
5051203,1,1,0,1,135000,2,1,0,0,37,3.6,12,3,0,38
5051205,1,1,0,1,135000,2,1,0,0,37,3.6,12,3,0,25
5051208,0,1,0,0,160200,2,1,0,0,39.1,17.2,10,2,0,53
5051210,1,1,0,0,191700,2,2,0,0,42.4,17.11,4,2,1,46
5051211,0,0,0,0,94500,0,2,0,3,55.9,0,12,2,0,31
5051212,1,1,0,0,380250,2,1,0,3,37.1,14.6,7,2,0,48
5051213,1,1,0,0,380250,2,1,0,0,47.11,16.8,10,2,0,13
5051216,1,1,0,0,380250,2,1,0,0,47.11,16.8,10,2,0,35
5051219,1,1,0,0,380250,2,1,0,0,47.11,16.8,10,2,0,38
5051226,0,0,0,0,225000,2,1,0,0,59.3,7,15,2,0,15
5051227,0,0,0,0,225000,2,1,0,0,59.3,7,15,2,0,14
5051228,0,0,0,1,135000,2,2,0,0,35.3,0.6,15,3,0,12
5051229,0,0,0,1,135000,2,2,0,0,35.3,0.6,15,3,0,36
5051233,0,0,0,1,135000,2,2,0,0,35.3,0.6,15,3,0,8
5051234,0,0,0,1,135000,2,2,0,0,35.3,0.6,15,3,0,7
5051235,0,0,0,1,135000,2,2,0,0,35.3,0.6,15,3,0,4
5051238,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,48
5051240,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,41
5051242,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,14
5051243,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,6
5051244,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,22
5051245,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,49
5051248,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,43
5051250,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,60
5051251,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,31
5051252,0,1,0,0,121500,0,2,1,0,63.11,0,12,1,0,16
5051255,1,1,0,0,135000,2,2,0,0,49.7,9.6,4,2,0,18
5051256,1,1,0,0,135000,2,2,0,0,49.7,9.6,4,2,0,36
5051258,1,1,0,0,135000,2,2,0,0,49.7,9.6,4,2,0,17
5051260,0,0,0,0,180000,2,2,0,0,49.1,11.7,15,2,0,26
5051261,0,0,0,0,180000,2,2,0,0,49.1,11.7,15,2,0,52
5052582,1,0,0,1,135000,2,2,0,1,42.6,7.3,17,3,0,21
5052584,1,0,0,1,135000,2,2,0,1,42.6,7.3,17,3,0,31
5052585,1,0,0,1,135000,2,2,0,1,42.6,7.3,17,3,0,32
5052586,0,0,1,0,135000,2,2,1,0,60.1,0.7,12,1,0,19
5052587,0,0,1,0,135000,2,2,1,0,60.1,0.7,12,1,0,14
5052588,0,0,1,0,135000,2,2,1,0,60.1,0.7,12,1,0,25
5052591,0,0,1,0,76500,2,2,0,0,51.2,18.6,12,2,0,24
5052592,0,0,1,0,76500,2,2,0,0,51.2,18.6,12,2,0,21
5052593,0,0,1,0,76500,2,2,0,0,51.2,18.6,12,2,0,5
